"01_01_01" "01_01_02" "01_01_03" "01_01_04" "01_01_06" "01_01_15" "01_02_01" "01_02_02" "01_02_03" "01_02_04" "01_02_05" "01_02_06" "01_02_13" "01_02_15" "01_02_16" "01_02_17" "01_02_18" "01_02_20" "01_03_02" "01_03_04" "01_03_12" "01_03_16" "01_03_18" "01_03_19" "01_03_20" "01_03_22" "01_03_23" "01_04_01" "01_04_02" "01_04_03" "01_04_04" "01_04_05" "01_04_12" "01_04_15" "01_04_17" "01_04_19" "01_04_20" "01_04_21" "01_04_25" "01_05_04" "01_05_11" "01_05_14" "01_05_16" "01_05_17" "01_05_22" "01_05_24" "02_04_03" "02_04_04" "02_04_08" "02_04_09" "02_04_11" "02_04_12" "02_04_14" "02_04_17" "02_04_18" "02_04_20" "02_04_21" "2004" "94_1" "94_4" "Acacia" "Apple404" "Apple517" "Ausubel" "B05_10" "BMM" "BPA1" "DavisNavel" "EsparatoFresa" "Fd1" "Fd2" "Fresa525" "FresaSD" "Gallo1" "Gallo2" "Geranium" "Grape" "KatieTomato" "KernA2" "KernB1" "KernB2" "KGB1" "KGB2" "MEAP6G" "Mex03" "Molly" "Navel" "NobleRot" "Peachy" "Pepper" "PepperSub" "PhiloMenlo" "Rasp" "Rose" "Supersteak" "Triple3" "Triple7" "UKRazz" "Num_ID" "Taxon" "Wi_Do" "Tax_Wido" "SNames" "Order" "PGeno"
"LA4345" "0.936208812" "0.442341274" "0.874911265" "0.917454359" "0.808198303" "0.134723762" "0.572930162" "0.77228794" "0.895904256" "0.71223652" "0.830174309" "1.014669737" NA "0.588052223" "0.613692931" "0.400904247" "0.286320984" "0.690179232" "0.495283807" "0.598616146" "0.662360878" "0.793925165" "0.342245923" "0.242580912" "1.068824447" "0.420030011" "0.757029435" "0.6786567" "0.402718186" "0.637142347" "0.527348383" "0.464548105" "0.240044478" "0.378022804" "0.530938561" "0.532094532" "0.691713831" "0.549305582" "0.647065878" "0.342814779" "0.539348578" "0.713381457" "0.901012762" "0.552559653" "0.553980307" "0.881016555" "0.640075709" "0.774865345" "0.942125793" "0.644030709" "0.802131626" "1.256081833" "0.74347264" "0.674308675" "0.928540658" "0.663089836" "0.792441766" "0.733602716" "0.695474884" "0.699141476" "0.632093811" "0.763635227" "0.861715389" "0.620158223" "0.496514691" "0.636748482" "0.618094804" "1.045306123" "0.286948493" "0.657267139" "1.457341782" "0.909712292" "0.473211029" "0.42943584" "0.431192567" "0.651970815" "0.626737281" "0.879014137" "1.361782245" "1.08678356" "1.133616089" "0.361066003" "0.70185722" "1.145774065" "0.56238291" "0.761762697" "0.137187263" "0.112640507" "0.386918108" "0.619279908" "0.878872751" "1.028092121" "0.901632253" "0.261348374" "1.074572429" "1.394682118" NA "1.07749993" "5" "Solanum" "Dom" "Solanum_Dom" "Sol_D5" "Solanales" "LA4345"
"LA4355" "1.075084915" "0.476627606" "0.704521873" "0.732942401" "0.611975152" "0.727022478" "0.733335018" "0.461102118" "0.689423137" "0.878510894" "0.707897558" "0.372979499" NA "0.469240024" "0.766964214" "0.308292332" "0.640729549" "0.950424446" "0.820136186" "1.267283671" "1.09743347" "1.526266931" "0.714148701" "0.198915542" "0.819045147" "0.840382504" "0.999843069" "0.632259842" "1.093492323" "0.669010359" "0.480910798" "0.378046526" "0.177446423" "0.219061684" "0.641470857" "0.490922843" "0.596433495" "0.720115026" "1.17121355" "0.25846522" "0.676329777" "0.699527925" "0.812961511" "0.698647052" "0.529167906" "0.507144748" "0.980707122" "1.03800842" "1.258895636" "1.450443468" "1.024440792" "1.329451585" "1.184707895" "0.811551274" "1.56558434" "0.948095878" "1.031872423" "0.531020351" "0.530275161" "0.799636311" "1.304978484" "0.870337999" "1.529254632" "1.032898487" "1.090357661" "0.607212795" "0.770655617" "1.187154908" "0.360089245" "0.948777199" "0.983419263" "1.71231067" "0.534806566" "0.488668606" "0.588072895" "0.814312798" "0.868438175" "1.1022424" "1.169665861" "1.228710527" "1.280292689" "0.415636859" "1.169856913" "1.135855958" "0.521564266" "0.880075909" "0.053057871" "0.268171745" "0.495637798" "0.524498378" "0.976794517" "1.045408372" "0.845055977" "0.682830153" "1.092114268" "1.15709637" NA "1.449411342" "6" "Solanum" "Dom" "Solanum_Dom" "Sol_D6" "Solanales" "LA4355"
"LA480" "0.587345822" "0.893132844" "1.062806383" "0.716862187" "0.785001951" "0.603599013" "1.145582084" "0.535284509" "0.933377833" "0.869030847" "0.629787743" "0.397773792" NA "1.103084686" "0.777914802" "0.816506199" "0.513527116" "1.274384304" "0.59648649" "0.570541542" "0.857668951" "0.507604366" "0.99693782" "0.457871231" "0.426379332" "0.441306517" "0.899571197" "0.85879445" "0.551187082" "0.565117357" "0.280391657" "0.347821219" "0.397996122" "0.923247689" "0.631799323" "0.946265296" "0.948094743" "0.487513119" "0.563130461" "1.150824334" "0.493781331" "0.938003393" "0.820003828" "0.75577835" "0.91364298" "0.264337985" "0.419057788" "1.344671949" "1.68244617" "0.970046326" "0.785051546" "1.578193815" "1.022157672" "0.699376154" "1.002224412" "1.382775623" "0.647154027" "0.92336045" "0.245934449" "0.700024743" "0.746751795" "0.465796973" "0.999688896" "1.084244504" "0.895798768" "0.798995665" "0.551443824" "0.631139479" "0.311074089" "1.054811275" "0.873681432" "0.845793648" "0.97664833" "0.45778451" "1.441652601" "0.999443682" "0.678543255" "0.878986064" "2.272526437" "1.02257832" "1.367417622" "0.467989398" "0.946364516" "0.60096864" "0.739357685" "0.628043794" "0.124452072" "0.263518917" "0.541884172" "0.599424619" "0.706790461" "1.459183764" "0.94163552" "0.284023634" "0.81426493" "0.955753692" NA "1.090224784" "10" "Solanum" "Wild" "Solanum_Wild" "Sol_W6" "Solanales" "LA480"
"LD02.4485" "0.556696622" "0.544357832" "0.599289328" "0.431875162" "0.270797827" "0.298009373" "0.52074695" "0.286616361" "0.448249215" "0.411096435" "0.408417535" "0.3128353" "0.664507326" "0.518982503" "0.441162599" "0.394213442" "0.461144149" "0.447191077" "0.446316863" "0.306807746" "0.361472292" "0.332683928" "0.428916797" "0.291915823" "0.184432098" "0.402395411" "0.414866055" "0.292849452" "0.119517578" "0.343028542" "0.43074535" "0.31139238" "0.177361829" "0.363422659" "0.303357213" "0.578523634" "0.20344187" "0.302935006" "0.160852042" "0.117256883" "0.262624155" "0.261652891" "0.333837247" "0.281209393" "0.397727341" "0.37546106" "0.554397732" "0.587349354" "0.460212944" "0.473589075" "0.544534722" "0.516186157" "0.423706622" "0.372854302" "0.565692771" "0.42248392" "0.416722638" "0.265182749" "0.334345231" "0.268187151" "0.446248002" "0.538227419" "0.529622524" "0.476153186" "0.410447053" "0.442760016" "0.461927635" "0.088627096" "0.189921087" "0.564545854" "0.517948454" "0.531011057" "0.352721211" "0.721778647" "0.246597123" "0.437370055" "0.339420427" "0.629186125" "0.538906895" "0.456413483" "0.661300804" "0.079988959" "0.635387871" "0.429490591" NA "0.310391861" "0.042550394" "0.078201182" NA "0.357618468" "0.472109522" "0.351943814" "0.44518739" "0.172712036" "0.343747259" "0.426100569" "0.237565891" "0.502983053" "65" "Glycine" "Dom" "Glycine_Dom" "Gly_D2" "Fabales" "LD02.4485"
"LG04.4717" "0.681720201" "0.348663721" "0.268015127" "0.260504084" "0.519601632" "0.257608318" "0.447836809" "0.359455872" "0.305225026" "0.336891446" "0.265766606" "0.155494098" "0.42072395" "0.604366768" "0.278674606" "0.263990204" "0.191971217" "0.339450116" "0.644722483" "0.412946553" "0.319201043" "0.491974256" "0.496553292" "0.16047959" "0.0945127" "0.449866623" "0.195863775" "0.379860503" "0.112870716" "0.53743871" "0.320982105" "0.300789689" "0.215328984" "0.209866334" "0.240413264" "0.44005558" "0.161441767" "0.227119449" "0.155803002" "0.118853702" "0.477812431" "0.309827067" "0.382484131" "0.186269705" "0.319460063" "0.368606075" "0.381870116" "0.344920843" "0.323511951" "0.473129696" "0.385362564" "0.445603748" "0.501959554" "0.451084905" "0.573827943" "0.400945616" "0.269566243" "0.163058503" "0.1941842" "0.302723077" "0.453492278" "0.541022521" "0.340440575" "0.456944623" "0.216234217" "0.205254297" "0.402569133" "0.064615641" "0.241349746" "0.488960032" "0.298636237" "0.352484321" "0.158761442" "0.488426946" "0.154668179" "0.091734527" "0.313347879" "0.316837461" "0.126119717" "0.411073518" "0.457169996" "0.023710548" "0.539080904" "0.455036088" NA "0.375651889" "0.039739993" "0.097751272" NA "0.455806018" "0.569412239" "0.160299814" "0.741868108" "0.107838225" "0.407852455" "0.341935303" "0.128672688" "0.628641048" "67" "Glycine" "Dom" "Glycine_Dom" "Gly_D3" "Fabales" "LG04.4717"
"LG05.4832" "0.54312326" "0.291168257" "0.700109718" "0.478089945" "0.451662762" "0.560657115" "0.557826238" "0.658750653" "0.290841088" "0.467068652" "0.610113549" "0.49902122" "0.548887822" "0.444736833" "0.462359918" "0.420258524" "0.145768189" "0.436768295" "0.505300509" "0.424496353" "0.725386071" "0.236349907" "0.286206999" "0.246513508" "0.090309061" "0.346750741" "0.138235555" "0.266081855" "0.169139531" "0.346879491" "0.421858827" "0.345854139" "0.334400016" "0.394938081" "0.522124855" "0.820723438" "0.320875269" "0.230557021" "0.234150716" "0.103679559" "0.326444308" "0.297941867" "0.415630443" "0.361977407" "0.637845131" "0.74902573" "0.596030546" "0.762574169" "0.346429506" "0.559471539" "0.420944209" "0.533263549" "0.664286354" "0.3773738" "0.503569348" "0.473910983" "0.41370886" "0.154101013" "0.354461459" "0.213769389" "0.315833593" "0.59155036" "0.59345858" "0.542875345" "0.377731675" "0.54809723" "0.522585005" "0.072307584" "0.207048839" "0.631534961" "0.360916899" "0.470482754" "0.28691585" "0.456758971" "0.311248926" "0.450505932" "0.375486915" "0.203773652" "0.476266003" "0.481578019" "0.443665054" "0.027180304" "0.640695862" "0.440661823" NA "0.39077792" "0.080456907" "0.079450372" NA "0.266155843" "0.438765226" "0.129080238" "0.768033504" "0.138061107" "0.417470289" "0.52759405" "0.172304329" "0.54348046" "68" "Glycine" "Dom" "Glycine_Dom" "Gly_D4" "Fabales" "LG05.4832"
"LG98.1605" "0.530472565" "0.500441174" "0.689518279" "0.342819754" "0.395574903" "0.453171301" "0.398914882" "0.632031809" "0.177811064" "0.315260237" "0.566322778" "0.415590157" "0.497975234" "0.503128101" "0.393687197" "0.35284378" "0.470368828" "0.62826248" "0.242427946" "0.480035979" "0.449002045" "0.430359542" "0.591659258" "0.228662156" "0.123456776" "0.54172597" "0.447338019" "0.32828746" "0.100172538" "0.497743876" "0.468614105" "0.456596604" "0.368679337" "0.357196993" "0.556973367" "0.838133087" "0.295244509" "0.245942277" "0.332923203" "0.110896411" "0.275636117" "0.359927641" "0.439961729" "0.195620748" "0.359260015" "0.76858825" "0.448117269" "0.519375518" "0.446317031" "0.427808155" "0.493402565" "0.612157822" "0.538372389" "0.647013717" "0.555076907" "0.447053427" "0.22516791" "0.435481289" "0.44802559" "0.211548556" "0.360852168" "0.840393948" "0.559491635" "0.233115825" "0.538936118" "0.509844614" "0.598323217" "0.056692752" "0.315183555" "0.712568337" "0.21009443" "0.456800765" "0.303030676" "0.672629638" "0.184609743" "0.387124561" "0.151971" "0.685485601" "0.573355928" "0.683922315" "0.58561831" "0.049608127" "0.821286176" "0.4867604" NA "0.533300471" "0.039776755" "0.074870001" NA "0.500095211" "0.411470201" "0.328444467" "0.672734837" "0.149223942" "0.448378759" "0.520093502" "0.141697806" "0.564988233" "69" "Glycine" "Dom" "Glycine_Dom" "Gly_D5" "Fabales" "LG98.1605"
"LJ10318" "1.825383649" "0.861912469" "0.840177178" "1.62095181" "0.862348728" "0.791004427" "1.04600169" "1.707965282" "1.331683037" "1.653630742" "0.793733795" "1.364464567" NA "0.85763918" "1.157983365" "1.407227779" "0.527368102" "1.661251862" "0.991091845" "1.153138412" "1.540163242" "1.435011916" "0.820248885" "1.351567417" "0.746052946" "1.321982248" "1.55754893" "1.727328992" "0.404097318" "1.583411995" "0.975025226" "1.191188722" "0.88777189" "0.72552209" "1.124551835" "1.269997019" "1.381242745" "1.12988926" "1.367395694" "1.004117026" "1.462269721" "1.256100243" "1.105632813" "0.449691963" "0.5846943" "1.292987344" "1.723725289" "1.641425377" "1.624569583" "1.397781289" "1.538887074" "1.130592213" "1.265652756" "1.113509954" "1.856039576" "1.739893915" "1.96805728" "0.751668809" "1.226364951" "1.203312122" "0.679458899" "1.603716321" "1.197111732" "1.478798505" "1.430640473" "1.18575916" "0.905428932" "0.345047302" "1.221812804" "1.417841027" "1.666304031" "2.408377608" "1.343387467" "1.805183025" "1.148525559" "1.068979653" "0.553112388" "1.666589538" "1.257394715" "1.219005678" "1.32946268" "0.812493886" "1.396622948" "1.073644068" "0.958501257" "1.036505211" "1.462029095" "1.031035037" "1.435660992" "0.986643694" "0.958988993" "1.322040261" "1.433965115" "0.879976719" "1.542572869" "1.333104766" "0.848086897" "1.608471972" "79" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D1" "Asterales" "LJ10318"
"LJ10320" "2.341148457" "0.906083272" "1.721199291" "1.183713939" "1.146252191" "1.103326153" "1.425452644" "1.675254105" "1.048705382" "1.272003668" "1.014343636" "1.569956835" NA "0.76912022" "0.754168992" "1.332275487" "1.331309899" "1.127141828" "0.211838791" "1.079773438" "1.483261357" "1.72482839" "0.808072958" "1.355475587" "0.269635955" "1.226004562" "1.172023596" "1.172518989" "0.215939467" "1.110834075" "1.196152074" "0.918691468" "0.623207969" "0.580041867" "1.24709031" "1.646618273" "0.956992744" "1.192198396" "1.202002181" "1.170396555" "2.037472404" "1.000593605" "1.669553834" "0.007397087" "1.108186877" "1.672872306" "1.71777536" "2.20525849" "1.950488556" "2.274035408" "0.580651022" "1.790374103" "2.109444662" "1.085372581" "2.038715085" "1.815596454" "1.356453981" "0.594145164" "1.73006645" "0.901754282" "1.112316086" "1.004129909" "2.105411909" "1.114423269" "1.923394994" "1.381142466" "1.087543298" "0.052116401" "0.943335879" "1.330564042" "1.317407191" "0.334886604" "1.565527088" "1.142418459" "0.640339661" "0.564499031" "0.958998649" "1.600463496" "0.872156721" "1.439515202" "1.344277187" "1.090726154" "1.060239508" "1.1809097" "0.989086575" "1.009481736" "2.284172029" "0.918141001" "1.474266196" "1.534912981" "0.99201989" "0.751712544" "1.06211348" "0.576973714" "1.57106363" "1.182275501" "2.191829025" "1.321345192" "73" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D2" "Asterales" "LJ10320"
"LJ10326" "0.370338887" "0.705314316" "0.601022627" "1.090192895" "0.967127302" "0.508711406" "0.973368595" "1.444772578" "0.932330061" "0.823658244" "1.205725094" "0.962854226" NA "0.809325808" "0.692078743" "0.753258295" "0.51724023" "0.689148633" "0.844251647" "1.162644705" "1.005656769" "0.900856452" "0.204389211" "0.732914777" "0.339968995" "0.983500595" "1.165051907" "1.090746911" "0.134920487" "0.325133219" "0.595009273" "1.227500645" "0.376180962" "0.369453303" "1.001792763" "1.070109578" "1.160106119" "0.863699763" "1.247624592" "0.985912985" "1.617788436" "0.880148236" "0.379926635" "0.234976323" "1.278756636" "1.023285929" "1.711881999" "1.735147589" "1.792396661" "0.865464032" "0.455761059" "1.571249249" "1.772231776" "1.528424946" "1.475369053" "1.716902474" "1.174620424" "0.224500585" "1.646299453" "0.961655704" "0.66926694" "1.081899366" "1.374065013" "0.957460767" "0.627083361" "0.589091786" "0.282844429" "0.066973098" "0.706811209" "1.301855421" "0.866422151" "0.909586986" "0.771837891" "1.122440021" "0.585134964" "0.627543641" "0.860882065" "1.170280742" "0.383150341" "1.357999208" "1.481679294" "0.503192106" "0.56336993" "0.915097717" "1.4577206" "0.770443589" "1.301512097" "0.197130889" "1.178611066" "0.935611578" "1.313747778" "0.132054001" "0.94663273" "0.425430519" "0.626864512" "0.52587801" "1.026044672" "0.8275989" "83" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D3" "Asterales" "LJ10326"
"LJ10332" "1.452370735" "0.413669628" "0.633252646" "1.405432471" "1.31465285" "1.081635032" "1.106310913" "1.647925605" "1.299470146" "1.133759111" "1.264843401" "0.844680854" NA "1.237609568" "0.889677959" "0.892072106" "0.840672224" "1.482640548" "0.478434465" "1.657023056" "1.281735298" "1.516069785" "0.963229066" "0.763186026" "0.495288801" "1.577736406" "1.161966138" "1.17560821" "0.178334621" "0.481338713" "0.807589533" "0.62043049" "1.043107132" "0.537992514" "1.251680896" "1.41976836" "2.145989079" "1.022459425" "1.603117965" "1.101365114" "1.457543214" "0.879595437" "1.42956008" "0.310656275" "1.116810647" "1.81787319" "1.608384291" "2.06308432" "1.940636414" "1.532093713" "0.735697099" "1.36365165" "1.196287262" "1.816946395" "1.64822564" "1.479261519" "1.607890956" "0.230699446" "1.448401723" "1.050021789" "0.900207864" "1.765182769" "1.151958816" "1.1628436" "1.674947946" "0.59691184" "0.883419375" "0.088426849" "0.267098549" "1.28942548" "1.869414422" "1.605545642" "1.089352181" "1.158552669" "0.680261064" "0.55204878" "0.921066312" "1.108833424" "0.771217402" "1.115632994" "1.224384078" "0.555721646" "1.246355239" "1.032767977" "0.972300386" "1.483655054" "1.381102935" "0.697845723" "1.285776971" "1.012033851" "1.256954999" "0.54133017" "1.446260202" "0.064049901" "1.229865681" "1.791778374" "1.34458573" "1.072642001" "80" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D4" "Asterales" "LJ10332"
"LJ10335" "1.653019444" "1.492514188" "1.013790433" "1.600311555" "0.996724145" "1.059124406" "0.875672455" "1.783079871" "1.778480719" "1.661303648" "1.292678181" "1.36900613" NA "1.373087111" "1.151625419" "1.245525713" "0.531718234" "0.985510975" "0.312626138" "1.52578225" "0.765509866" "1.067305965" "1.478436581" "0.876488231" "1.033821144" "2.633187686" "2.042979206" "1.3025913" "0.704874912" "0.889767039" "0.454616801" "0.879528274" "1.430404056" "1.021709438" "1.358724712" "1.389628297" "1.584426891" "1.184360038" "1.410437926" "1.130202707" "0.853277009" "1.872351956" "0.867016822" "0.344328279" "0.910885878" "1.783515504" "1.608181523" "1.484750002" "1.525276213" "2.077624834" "1.431949241" "2.230711552" "1.923450426" "1.451055692" "2.394505491" "2.227617785" "1.187863889" "0.696968627" "1.583126212" "1.836314807" "0.612619445" "1.383246526" "1.979776682" "1.422652449" "1.184736858" "1.080957387" "1.044611154" "0.379833483" "0.987327212" "1.634901778" "0.771984218" "0.283696121" "1.535581972" "1.204935373" "0.705864823" "1.328348072" "0.832758161" "2.450049931" "1.004037019" "1.39111138" "1.594298339" "0.509717818" "1.524591239" "1.545575777" "1.044013386" "1.482722311" "1.777966916" "0.309409817" "1.757638469" "1.509468297" "1.825412599" "1.369859442" "1.937171481" "1.50070484" "1.43601018" "1.464821204" "1.541221567" "1.242666856" "74" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D5" "Asterales" "LJ10335"
"LJ10400" "0.674463686" "1.009246414" "0.553867726" "1.294610851" "1.523285042" "1.834140417" "1.032041319" "1.177239109" "0.707844699" "0.937980132" "1.045712633" "0.672604473" NA "0.345475502" "0.598138221" "0.849556483" "0.890941597" "0.875795274" "0.310593064" "1.423921706" "0.995278018" "1.323749814" "1.399197555" "1.081891841" "0.209027675" "1.454882598" "0.886991953" "1.398012467" "0.230766748" "1.330215561" "1.167068764" "0.751687709" "1.416047638" "0.549523148" "0.695328847" "1.102642251" "0.672923304" "1.256241588" "1.098560661" "1.488011873" "1.074853788" "1.621830733" "0.759915324" "0.175456533" "0.941177834" "1.168826592" "1.881641876" "1.841033441" "1.694714069" "1.737338144" "0.527811717" "0.655638321" "1.056414935" "1.27399668" "1.104097599" "2.417779914" "1.508767207" "0.322188559" "1.934804803" "0.552657676" "1.267308706" "0.670354554" "0.953343543" "1.107004742" "0.696316186" "0.723621421" "0.800069849" "1.515523341" "0.427536301" "0.604564514" "1.335059067" "0.49200549" "0.93268163" "1.326734696" "1.009498052" "0.327410189" "1.243379665" "0.943625193" "0.704424419" "1.224785185" "1.004545574" "0.78920469" "0.501001644" "0.787357782" "0.677151076" "1.26098111" "1.673115236" "0.361832609" "1.139280823" "0.845849915" "0.795902363" "0.65166274" "0.466693332" "0.460783076" "0.731794599" "0.909314847" "0.714841698" "1.121568804" "82" "Lactuca" "Wild" "Lactuca_Wild" "Lac_W1" "Asterales" "LJ10400"
"LJ10405" "0.946870274" "0.684870957" "0.655827693" "1.125865332" "0.976698818" "0.920933233" "0.929574123" "1.526078791" "0.84160702" "1.010998723" "1.162321464" "1.150278195" NA "0.409312591" "0.85748928" "0.984229468" "0.264748403" "0.871159194" "0.302496635" "0.870362091" "0.909565354" "1.262899352" "0.909158704" "0.840592381" "0.39318183" "0.938903486" "0.694391218" "1.408506176" "0.211412606" "0.903437717" "0.672341826" "0.796952516" "0.800586228" "0.427235195" "0.960534513" "1.036810929" "0.846496619" "0.66786985" "0.706144676" "0.948111112" "1.160474299" "0.729490385" "1.202535254" "0.226602211" "0.86607302" "0.702128638" "1.262870962" "1.657913365" "1.334297813" "1.287386231" "0.770722029" "1.504669685" "1.2634113" "1.109826566" "1.613442294" "1.696225564" "1.294268261" "0.495923123" "1.172803038" "0.88720584" "0.477798484" "1.265903629" "1.860311707" "0.914763981" "1.013386816" "0.49212425" "0.474188998" "0.029992539" "0.567099002" "1.136710052" "1.749527017" "0.685155601" "0.445116229" "0.558220984" "0.519103896" "0.775042249" "1.160007397" "1.667867111" "0.932631354" "0.896293591" "1.021726586" "0.280559431" "0.662563753" "0.89779597" "0.352368927" "0.667093786" "1.34402755" "0.256279035" "1.082429245" "0.581985903" "1.12089787" "0.521144626" "0.984365633" "0.948073149" "1.311810669" "1.197985911" "0.952122574" "1.471834303" "84" "Lactuca" "Wild" "Lactuca_Wild" "Lac_W2" "Asterales" "LJ10405"
"LJ10409" "0.701640788" "0.411290198" "0.36766775" "0.447989155" "0.893624291" "0.596255051" "1.185856456" "0.68760042" "0.215301052" "0.081022647" "0.65841702" "0.049034032" NA "0.420163725" "0.227501604" "0.900158569" "0.341959316" "0.378877957" "0.07381147" "0.304065686" "0.794063299" "0.361676925" "0.612177229" "0.598721269" "0.383668418" "0.956281903" "0.051598746" "0.373361137" "0.130834021" "0.946124728" "0.388790778" "0.588576862" "0.526263753" "0.067048506" "0.376399379" "0.816979905" "0.858607655" "0.69225361" "0.4847658" "0.111570069" "0.702983437" "0.577837251" "0.536027102" "0.079802473" "1.525299005" "1.378740859" "1.348103128" "0.99716117" "1.817457798" "0.450021595" "0.352833108" "0.559099088" "1.150196003" "0.933514738" "0.501402365" "1.271893352" "1.376194153" "0.246845589" "1.350432591" "0.023773764" "0.481985004" "1.284393221" "1.370184513" "0.769825696" "0.952401653" "0.187228623" "0.258320188" "0.02207211" "0.281775566" "0.47599736" "0.877578916" "0.079573226" "1.255953858" "0.540889443" "0.538745314" "0.688902784" "0.340640175" "0.414907197" "0.688686841" "0.183739951" "0.972816855" "0.317348854" "0.217011812" "0.322278172" "0.444386744" "1.228040006" "0.541691286" "0.256215582" "0.484904877" "0.802203332" "0.409168762" "0.177783912" "0.818637793" "0.134982082" "1.778546569" "0.337910275" "1.033179142" "0.255842845" "76" "Lactuca" "Wild" "Lactuca_Wild" "Lac_W3" "Asterales" "LJ10409"
"LJ14005" "1.350674033" "0.181478917" "0.858890187" "1.041519857" "0.707221174" "0.733936388" "1.035452417" "1.028612154" "1.161035484" "0.983687257" "1.734252001" "0.815529591" NA "0.933184273" "0.834274151" "0.977754462" "0.857577484" "0.961189255" "0.442904674" "1.302094477" "0.811657295" "1.516931847" "0.800305474" "1.09203353" "0.630358442" "1.351730328" "0.968438437" "0.992572227" "0.330937705" "0.556574047" "0.495413875" "1.146237871" "0.647878265" "0.549197514" "1.55768789" "0.705553195" "1.204877716" "0.910180877" "0.838593157" "1.225233616" "1.209886888" "0.964216997" "1.483372716" "0.180088142" "1.281345306" "0.907189547" "1.371262578" "0.68414649" "1.732709267" "1.192912426" "0.722385756" "1.58013301" "1.743699344" "1.074486074" "1.502600966" "1.575210161" "1.637370839" "0.445656794" "1.300711234" "0.964694943" "0.571053635" "1.440758708" "1.698474098" "1.062756262" "0.973030753" "0.671741371" "0.350298597" "0.231416344" "0.832349712" "1.445186978" "1.007922678" "0.038891351" "0.710886723" "1.202937831" "0.792760705" "1.386031527" "0.942990497" "1.336441808" "0.803934586" "0.977084845" "1.825953775" "0.494512509" "1.421181869" "0.782360984" "0.863608212" "1.06825497" "1.011430375" "0.583729714" "1.101551247" "1.713502654" "0.995804266" "0.130491225" "1.309220421" "0.538246927" "1.123488776" "1.513982203" "1.406992221" "1.146906343" "75" "Lactuca" "Dom" "Lactuca_Dom" "Lac_D6" "Asterales" "LJ14005"
"LJ14025" "1.314416547" "0.690524893" "0.731514" "1.167376713" "1.356077163" "0.737985233" "0.84225426" "1.235087959" "0.865073918" "1.199156623" "0.507910691" "1.193329212" NA "0.871507443" "0.951315368" "0.989788487" "0.289731096" "0.778362453" "1.163540584" "1.228591634" "0.749554485" "1.086415026" "0.604572079" "0.68584904" "0.611498718" "1.150581526" "1.15865561" "1.150553322" "0.219187657" "0.71764782" "0.682745697" "0.943536395" "0.19974691" "0.536077889" "0.932792055" "0.964019742" "1.157132307" "1.431544132" "0.861519005" "0.749646715" "1.612482575" "1.503279406" "1.098908149" "0.546250587" "0.895960963" "1.414292289" "1.402742584" "1.341183719" "1.606282719" "1.30358397" "0.967280019" "1.414018514" "1.804889655" "1.700559215" "1.510387242" "1.959803959" "1.141943596" "0.384150748" "0.995382778" "1.029376605" "0.638254974" "0.945413637" "1.532093001" "0.927731744" "1.125343426" "0.732460819" "0.907627459" "0.315294064" "0.844995023" "1.416477495" "0.926615182" "0.922009843" "0.979359335" "0.262548453" "0.382396635" "0.482991674" "0.938533997" "1.696424727" "0.569173095" "1.259832288" "1.313838663" "0.540487388" "0.532337558" "0.708761607" "0.770090034" "0.834857038" "1.261500847" "0.282681604" "0.808175102" "0.740287909" "0.95280755" "0.817292462" "1.306976084" "0.5166701" "0.958871717" "1.406496549" "0.686000406" "0.983479245" "81" "Lactuca" "Wild" "Lactuca_Wild" "Lac_W4" "Asterales" "LJ14025"
"LJ14033" "1.067280607" "0.727602525" "0.399344638" "0.90303655" "0.830029796" "1.027768287" "1.282514878" "0.616757036" "0.954007084" "1.057116258" "0.792555552" "0.664066148" NA "0.454417529" "1.258826147" "0.581775603" "0.46442629" "0.545591627" "0.924185145" "0.455663825" "1.428296941" "0.85791516" "0.711976965" "0.950145468" "0.288143799" "0.581787047" "0.997246832" "1.76973603" "0.180731915" "0.777938761" "0.684032807" "0.862686162" "1.131147271" "0.90158372" "0.578461081" "0.848614934" "0.985053431" "0.605665876" "0.279888844" "0.543251958" "1.304256773" "0.796480756" "0.521108412" "0.141099873" "1.212027525" "0.943778955" "1.335979633" "1.31691102" "1.299421848" "1.5540175" "1.42277244" "1.416562762" "1.439010409" "0.625378159" "1.534122256" "1.141668028" "0.901604738" "0.633400011" "0.97113244" "1.164912054" "0.274085814" "0.336245697" "0.789670295" "1.370725186" "0.939409414" "0.823706352" "0.645326636" "0.744332952" "1.277493068" "1.474587244" "0.953874165" "0.675742607" "0.882289501" "0.91218762" "0.426178763" "0.209881091" "0.619818083" "1.519027109" "0.481382278" "0.999235781" "0.954967903" "0.742280677" "0.23877241" "1.099187367" "0.840377876" "1.05651525" "0.517098668" "0.299059364" "1.266538645" "1.003764777" "0.527306129" "0.742988471" "1.516415694" "1.129921625" "0.68398038" "0.500652804" "1.227971176" "1.08004382" "78" "Lactuca" "Wild" "Lactuca_Wild" "Lac_W5" "Asterales" "LJ14033"
