"IsolateID" "emmean" "SE" "df" "lower.CL" "upper.CL" "Geno"
"51" "02_04_11" 0.422963482858197 0.0846554943049915 378.184567191837 0.256509062403617 0.589417903312778 "CL0J173.6.8"
"52" "02_04_12" 0.445947639421189 0.0918689026865718 372.483642283398 0.265300931369104 0.626594347473273 "CL0J173.6.8"
"53" "02_04_14" 0.342024854738847 0.0921009384127512 373.722609059761 0.160923839553908 0.523125869923786 "CL0J173.6.8"
"54" "02_04_17" 0.445122706722292 0.0849749590216401 379.49020286942 0.278041982124159 0.612203431320425 "CL0J173.6.8"
"55" "02_04_18" 0.575405692699181 0.0843439071262208 376.719621975097 0.409561862165864 0.741249523232497 "CL0J173.6.8"
"56" "02_04_20" 0.407105585428986 0.0923478042588209 375.426194443074 0.225521827005755 0.588689343852217 "CL0J173.6.8"
"57" "02_04_21" 0.224310848124587 0.0853813877685992 381.187209347105 0.0564333802261915 0.392188316022983 "CL0J173.6.8"
"58" "2004" 0.200901024348175 0.0844618486148429 377.158127593687 0.0348259099968826 0.366976138699468 "CL0J173.6.8"
"59" "94_1" 0.25360766755515 0.0918470740021911 372.340268319287 0.0730036557175664 0.434211679392733 "CL0J173.6.8"
"60" "94_4" 0.274833263221534 0.0918920573476559 372.642377599295 0.0941412758229473 0.45552525062012 "CL0J173.6.8"
"61" "Acacia" 0.278681511193014 0.102662903432243 370.358750148519 0.0768062101050526 0.480556812280975 "CL0J173.6.8"
"62" "Apple404" 0.49868704598659 0.102487864877041 369.417581298062 0.29715425566208 0.7002198363111 "CL0J173.6.8"
"63" "Apple517" 0.436362065902294 0.102679961347947 370.380787090272 0.234453261684587 0.638270870120002 "CL0J173.6.8"
"64" "Ausubel" 0.312025283075824 0.103322606821215 374.504497505579 0.108860121128365 0.515190445023283 "CL0J173.6.8"
"65" "B05_10" 0.519117451016616 0.10321740477136 373.444379082625 0.316157281916133 0.722077620117099 "CL0J173.6.8"
"66" "BMM" 0.497227988644974 0.0845126004446877 377.449690207943 0.331053495518047 0.663402481771901 "CL0J173.6.8"
"67" "BPA1" 0.558850077249888 0.084237110256817 376.235468390637 0.393215552441833 0.724484602057942 "CL0J173.6.8"
"68" "DavisNavel" 0.09409096834099 0.0843719800932012 376.67656966216 -0.071808122647381 0.259990059329361 "CL0J173.6.8"
"69" "EsparatoFresa" 0.111362752464178 0.0841778695348513 375.780562211463 -0.0541559345547928 0.276881439483149 "CL0J173.6.8"
"70" "Fd1" 0.490008023783352 0.0845838059101054 377.626039154747 0.323693771396779 0.656322276169925 "CL0J173.6.8"
"71" "Fd2" 0.549350272112128 0.117862146135598 364.879136838595 0.317575921838828 0.781124622385427 "CL0J173.6.8"
"72" "Fresa525" 0.508990850196632 0.0926139926635664 376.592379211679 0.326885508467895 0.691096191925368 "CL0J173.6.8"
"73" "FresaSD" 0.363564249054478 0.102454112989034 369.199275433597 0.162097437113772 0.565031060995184 "CL0J173.6.8"
"74" "Gallo1" 0.364762657734932 0.0842274015040229 375.981785404101 0.1991468625384 0.530378452931464 "CL0J173.6.8"
"75" "Gallo2" 0.149926838291205 0.10249437373075 369.493688034202 -0.0516186146385314 0.351472291220941 "CL0J173.6.8"
"76" "Geranium" 0.445639615806256 0.102549462964513 369.787786588128 0.243986362150883 0.647292869461628 "CL0J173.6.8"
"77" "Grape" 0.245517827775944 0.0852922850126568 381.024047879617 0.0778153255998531 0.413220329952035 "CL0J173.6.8"
"78" "KatieTomato" 0.490738365008957 0.0922242582773384 374.5257137545 0.309396125360127 0.672080604657787 "CL0J173.6.8"
"79" "KernA2" 0.398683683370025 0.118168013239689 366.408584645773 0.166311077324618 0.631056289415433 "CL0J173.6.8"
"80" "KernB1" 0.503323988953703 0.0919603994348399 372.938940914353 0.322498085579668 0.684149892327738 "CL0J173.6.8"
"81" "KernB2" 0.302719899075531 0.0918957073108456 372.507868028084 0.122020521971778 0.483419276179284 "CL0J173.6.8"
"82" "KGB1" 0.0559655096350911 0.0846031321909353 377.895448502982 -0.110386362058296 0.222317381328478 "CL0J173.6.8"
"83" "KGB2" 0.258737986156179 0.091943288116805 372.823537457876 0.077945547348377 0.439530424963981 "CL0J173.6.8"
"84" "MEAP6G" 0.556666363202629 0.0841250962617982 375.537384987166 0.391251098027976 0.722081628377281 "CL0J173.6.8"
"85" "Molly" 0.456878388311221 0.102542120824356 369.728586167617 0.255239466228252 0.658517310394189 "CL0J173.6.8"
"86" "Navel" 0.0951478046734994 0.0843739925963716 376.731754017488 -0.0707551651324591 0.261050774479458 "CL0J173.6.8"
"87" "NobleRot" 0.0604787115282143 0.0840682984221331 375.209703279527 -0.104825338735544 0.225782761791973 "CL0J173.6.8"
"88" "Pepper" 0.463495058705058 0.0921283099474245 373.745205400919 0.282340257580298 0.644649859829818 "CL0J173.6.8"
"89" "PepperSub" 0.446236306895651 0.0927577863246803 377.198681241936 0.263849171260589 0.628623442530712 "CL0J173.6.8"
"90" "PhiloMenlo" 0.114769202181649 0.084856063647576 378.77824553058 -0.0520787495173883 0.281617153880686 "CL0J173.6.8"
"91" "Rasp" 0.658325957567126 0.0920219992493167 373.309666236519 0.477379512706656 0.839272402427595 "CL0J173.6.8"
"92" "Rose" 0.111242292181214 0.0843864625286438 376.883154033313 -0.0546849821977094 0.277169566560138 "CL0J173.6.8"
"93" "Supersteak" 0.269517665143361 0.0844004844322562 376.901581629023 0.103562845937776 0.435472484348946 "CL0J173.6.8"
"94" "Triple3" 0.387181144254082 0.0843631908742291 376.771235390092 0.221299469688119 0.553062818820045 "CL0J173.6.8"
"95" "Triple7" 0.180468169155213 0.102366706679116 368.817436961862 -0.0208274515082855 0.381763789818711 "CL0J173.6.8"
"96" "UKRazz" 0.475256480201422 0.0844207776717561 377.217617431808 0.309262206838468 0.641250753564376 "CL0J173.6.8"
"110" "01_01_01" 0.378843609706033 0.204107679464516 335.41269114484 -0.0226488167193964 0.780336036131462 "LA1547"
"210" "01_01_02" 0.812406874362046 0.204515546507415 331.638579114806 0.410095569137262 1.21471817958683 "LA1547"
"310" "01_01_03" 0.534016107863266 0.228257623402509 336.749262037824 0.0850257015629853 0.983006514163546 "LA1547"
"410" "01_01_04" 0.560767823762046 0.204515546507415 331.638579114076 0.158456518537259 0.963079128986833 "LA1547"
"510" "01_01_06" 0.669699746504043 0.204082884681581 335.645256198747 0.268257100199045 1.07114239280904 "LA1547"
"610" "01_01_15" 0.696306401246596 0.204141839817702 334.754511565273 0.29474392025237 1.09786888224082 "LA1547"
"710" "01_02_01" 0.82847646175547 0.204096830292039 335.596203673839 0.427006171294695 1.22994675221624 "LA1547"
"810" "01_02_02" 0.883041544916727 0.204775022902536 330.248472813696 0.480213602312414 1.28586948752104 "LA1547"
"97" "01_02_03" 0.220473310778461 0.321199594913109 346.515121362424 -0.411272856207451 0.852219477764374 "LA1547"
"101" "01_02_04" 0.148558761017744 0.228106365460829 338.986397813301 -0.300123435978027 0.597240958013516 "LA1547"
"111" "01_02_05" 0.844716356087765 0.262515583751979 344.831012820224 0.328383038158445 1.36104967401708 "LA1547"
"121" "01_02_06" 0.151695814812917 0.204045904106139 336.381890681045 -0.249670908001799 0.553062537627632 "LA1547"
"131" "01_02_15" 0.592067752454658 0.20410354490481 335.466484324562 0.190583692092594 0.993551812816723 "LA1547"
"141" "01_02_16" 0.658600953085829 0.20411068152028 335.249576083808 0.257101914039658 1.060099992132 "LA1547"
"151" "01_02_17" 0.318489793584571 0.204196219032373 333.60841649195 -0.0831846622836711 0.720164249452813 "LA1547"
"161" "01_02_18" 0.368097957935099 0.204520400826305 331.559198473788 -0.0342232492115447 0.770419165081744 "LA1547"
"171" "01_02_20" 0.87222719880476 0.228072578198715 339.369383423607 0.423613274805641 1.32084112280388 "LA1547"
"181" "01_03_02" 0.623914123191147 0.204059970194675 336.137366563315 0.222518677486768 1.02530956889553 "LA1547"
"191" "01_03_04" 0.875459789452818 0.20449317509859 332.0750661964 0.473194428536983 1.27772515036865 "LA1547"
"201" "01_03_12" 0.68483451762216 0.204506653961914 331.794602484132 0.282541398162857 1.08712763708146 "LA1547"
"211" "01_03_16" 0.804115962597325 0.20486348999081 328.776168950555 0.401107352121963 1.20712457307269 "LA1547"
"221" "01_03_18" 0.456828511535626 0.228045774267783 339.73373623482 0.00826903193957623 0.905387991131676 "LA1547"
"231" "01_03_19" 0.409265689975322 0.187264853651733 322.170319118365 0.0408493071868534 0.777682072763791 "LA1547"
"241" "01_03_20" 0.664225709157312 0.228581962451811 336.348618112995 0.214595385356292 1.11385603295833 "LA1547"
"251" "01_03_22" 0.4198509321351 0.204520400826305 331.559198473787 0.0175297249884554 0.822172139281744 "LA1547"
"261" "01_03_23" 0.560952052392704 0.204873260448572 328.601195700782 0.157923428555972 0.963980676229437 "LA1547"
"271" "01_04_01" 0.682261833615584 0.203721648384084 338.317679087829 0.281541213995219 1.08298245323595 "LA1547"
"281" "01_04_02" 0.436533721781904 0.204546882717979 330.905963451105 0.0341575109943499 0.838909932569458 "LA1547"
"291" "01_04_03" 0.632512171139764 0.204690269422782 331.918542269103 0.229858404863416 1.03516593741611 "LA1547"
"301" "01_04_04" 0.298442925237551 0.187333362821121 320.335464073475 -0.0701161993153025 0.667002049790405 "LA1547"
"311" "01_04_05" 0.358370906827529 0.229114451626529 332.427239409951 -0.0923260437980792 0.809067857453136 "LA1547"
"321" "01_04_12" 0.648136984700134 0.204079547841658 335.843069013777 0.246701757769134 1.04957221163113 "LA1547"
"331" "01_04_15" 0.257035222300585 0.188383596710807 303.666263518386 -0.113667297385144 0.627737741986314 "LA1547"
"341" "01_04_17" 0.434615557562046 0.204515546507415 331.638579114575 0.0323042523372605 0.836926862786831 "LA1547"
"351" "01_04_19" 0.423677294279607 0.204123223900301 335.038281812968 0.0221526661356317 0.825201922423581 "LA1547"
"361" "01_04_20" 0.472825170137211 0.204103042650174 335.365799673718 0.0713416613334285 0.874308678940995 "LA1547"
"371" "01_04_21" 0.764604276574175 0.204516141530748 331.465398494792 0.362291031002743 1.16691752214561 "LA1547"
"381" "01_04_25" 0.76207306976811 0.204116589142965 335.116211792562 0.360561831142714 1.16358430839351 "LA1547"
"391" "01_05_04" 0.537264205387148 0.263263220153875 342.529471785287 0.0194481318768328 1.05508027889746 "LA1547"
"401" "01_05_11" 0.514160317466966 0.204057950146272 336.152316930357 0.112768909796586 0.915551725137346 "LA1547"
"411" "01_05_14" 0.686876873656918 0.228644084150632 335.307157584562 0.237119309418313 1.13663443789552 "LA1547"
"421" "01_05_16" 0.501746483806119 0.26331650211005 342.136914843506 -0.0161764977359777 1.01966946534822 "LA1547"
"431" "01_05_17" 0.761281987879764 0.204141513812618 334.779188947275 0.35972025556082 1.16284372019871 "LA1547"
"441" "01_05_22" 0.299319572737198 0.228055114262653 339.534567150939 -0.149259219052713 0.747898364527109 "LA1547"
"451" "01_05_24" 0.514708842679091 0.263330689395808 342.017620181269 -0.00324268544494277 1.03266037080312 "LA1547"
"461" "02_04_03" 0.494072905330989 0.204806838499215 329.752834073807 0.091180148640887 0.896965662021092 "LA1547"
"471" "02_04_04" 1.01438155726505 0.205605096137428 315.561174938701 0.609851466861369 1.41891164766874 "LA1547"
"481" "02_04_08" 0.933233068133145 0.204071855107606 336.00691945386 0.53181368114233 1.33465245512396 "LA1547"
"491" "02_04_09" 0.461546855899337 0.229037063351506 333.533273271113 0.0110075966818274 0.912086115116848 "LA1547"
"501" "02_04_11" 0.960402023359308 0.186764020302701 326.759657458709 0.592990414603006 1.32781363211561 "LA1547"
"511" "02_04_12" 0.948770199968268 0.204487609928492 332.130433284479 0.54651603175854 1.351024368178 "LA1547"
"521" "02_04_14" 0.574657927537609 0.205199470866609 325.8199157814 0.170974841548337 0.978341013526881 "LA1547"
"531" "02_04_17" 0.432679371310266 0.204461990812959 332.594229003945 0.0304776504091305 0.834881092211401 "LA1547"
"541" "02_04_18" 0.795263087825715 0.204118610055309 335.122865353664 0.39374790282066 1.19677827283077 "LA1547"
"551" "02_04_20" 0.460699461602991 0.229020971434854 333.870290093433 0.0101935128735512 0.911205410332431 "LA1547"
"561" "02_04_21" 0.799857199586482 0.204510334466906 331.730983533267 0.397556557619664 1.2021578415533 "LA1547"
"571" "2004" 0.674592415634843 0.264631677725588 337.054912351195 0.154054726171482 1.1951301050982 "LA1547"
"581" "94_1" 0.160986917057597 0.322664946699832 343.824920052547 -0.473658756620851 0.795632590736045 "LA1547"
"591" "94_4" 0.706062245899977 0.204045760839625 336.389089044285 0.304695835908064 1.10742865589189 "LA1547"
"601" "Acacia" 0.647042170425557 0.204174644538318 334.107965168508 0.245412340089443 1.04867200076167 "LA1547"
"611" "Apple404" 0.735052936622159 0.204506653961914 331.794602484165 0.332759817162857 1.13734605608146 "LA1547"
"621" "Apple517" 1.47805455271293 0.204860075427564 328.857403542623 1.07505302717501 1.88105607825085 "LA1547"
"631" "Ausubel" 0.925033705296068 0.204584168549803 330.115061360958 0.522580608053123 1.32748680253901 "LA1547"
"641" "B05_10" 0.461826154183773 0.262525367803411 344.765903973648 -0.0545267511106916 0.978179059478237 "LA1547"
"651" "BMM" 0.455819342349738 0.205161038252005 326.338987054538 0.0522142571245627 0.859424427574913 "LA1547"
"661" "BPA1" 0.502825382533145 0.204071855107606 336.006919454316 0.101405995542332 0.904244769523957 "LA1547"
"671" "DavisNavel" 0.948231768668984 0.263327127662445 342.066013466901 0.430287506406125 1.46617603093184 "LA1547"
"681" "EsparatoFresa" 0.312016603775761 0.187993547910734 314.431113373696 -0.0578677065113723 0.681900914062894 "LA1547"
"691" "Fd1" 0.560614001164499 0.229364550621125 327.94834193885 0.109402558349327 1.01182544397967 "LA1547"
"701" "Fd2" 0.459706866824429 0.205991144797618 317.134804455739 0.054424963865194 0.864988769783664 "LA1547"
"711" "Fresa525" 0.548735981012661 0.227534669141392 342.325631505086 0.101193944378128 0.996278017647194 "LA1547"
"721" "FresaSD" 0.235840199440852 0.228017290506721 340.050690114698 -0.212661758944146 0.68434215782585 "LA1547"
"731" "Gallo1" 0.41044407076811 0.204116589142965 335.116211792547 0.00893283214271362 0.811955309393506 "LA1547"
"741" "Gallo2" 0.70805684713415 0.228164615116043 338.159104749333 0.259256139946048 1.15685755432225 "LA1547"
"751" "Geranium" 0.446863572640324 0.187828897710485 315.172919065656 0.0773065784364829 0.816420566844166 "LA1547"
"761" "Grape" 0.374593144368988 0.228111760945796 338.940591426866 -0.0740998827355626 0.823286171473539 "LA1547"
"771" "KatieTomato" 1.25094781725533 0.204490370951245 332.074530613665 0.848687970098433 1.65320766441222 "LA1547"
"781" "KernA2" 1.06781689700394 0.205118741708772 327.345609285689 0.664299638820155 1.47133415518774 "LA1547"
"791" "KernB1" 0.51449858050508 0.227556445255856 342.103325813676 0.0669126801602314 0.962084480849929 "LA1547"
"801" "KernB2" 0.851145054858725 0.20416676941926 334.242091864616 0.449531301470561 1.25275880824689 "LA1547"
"811" "KGB1" 0.513643661025557 0.204174644538318 334.107965168276 0.112013830689441 0.915273491361673 "LA1547"
"821" "KGB2" 0.579946757440994 0.228083515739912 339.278465449178 0.131310889275131 1.02858262560686 "LA1547"
"831" "MEAP6G" 0.658457879482893 0.262525367803411 344.765903973925 0.142104974188431 1.17481078477736 "LA1547"
"841" "Mex03" 0.636732998474534 0.228020832083982 340.021610875556 0.188223936934699 1.08524206001437 "LA1547"
"851" "Molly" 0.779274333792547 0.20413098101279 334.913711171015 0.377733905429492 1.1808147621556 "LA1547"
"861" "Navel" 0.158088087124925 0.205895398516025 319.102873479555 -0.246995867330504 0.563172041580354 "LA1547"
"871" "NobleRot" 0.160428716737456 0.187224437388515 323.074502233629 -0.20790426605759 0.528761699532502 "LA1547"
"881" "Peachy" 0.386016177124457 0.204576445265249 330.296255587712 -0.0164209147383235 0.788453268987237 "LA1547"
"891" "Pepper" 0.769451233025715 0.204118610055309 335.122865353664 0.36793604802066 1.17096641803077 "LA1547"
"901" "PepperSub" 0.745470546729618 0.22809583530764 339.106279193987 0.296809630688894 1.19413146277034 "LA1547"
"911" "PhiloMenlo" 0.967010497695935 0.228607389027475 335.957384936241 0.517328267749034 1.41669272764284 "LA1547"
"921" "Rasp" 0.6741872295351 0.204520400826304 331.559198473269 0.271866022388453 1.07650843668175 "LA1547"
"931" "Rose" 0.290407738418029 0.228079750429543 339.295984194983 -0.158220640533725 0.739036117369783 "LA1547"
"941" "Supersteak" 0.816217235835954 0.204195675613046 333.596996859656 0.414543798866638 1.21789067280527 "LA1547"
"951" "Triple3" 0.784612890058725 0.20416676941926 334.242091864846 0.382999136670562 1.18622664344689 "LA1547"
"961" "UKRazz" 0.622151020801427 0.227583549903803 341.77579432308 0.174510284771454 1.0697917568314 "LA1547"
"112" "01_01_01" 0.833870993139574 0.245697169157225 347.988136861129 0.350632705760241 1.31710928051891 "LA1589"
"212" "01_01_02" 0.549824823664712 0.246014413232492 344.456658172326 0.0659452663617699 1.03370438096765 "LA1589"
"312" "01_01_03" 1.06810192943296 0.224566173401076 342.26053660638 0.626398382462828 1.5098054764031 "LA1589"
"412" "01_01_04" 0.280697271867916 0.317133560388046 352.641240583524 -0.343013706930756 0.904408250666588 "LA1589"
"512" "01_01_06" 1.04202117459314 0.246003693477834 344.739181292207 0.558164099795914 1.52587824939037 "LA1589"
"612" "01_01_15" 0.724018123617257 0.27418992516644 353.863206756972 0.184771401365946 1.26326484586857 "LA1589"
"712" "01_02_01" 1.20949596471055 0.245652777618527 348.983428997735 0.726349795580519 1.69264213384058 "LA1589"
"812" "01_02_02" 0.647059654403278 0.275471303793677 343.533068444698 0.105236944505056 1.1888823643015 "LA1589"
"98" "01_02_03" 0.948794631192539 0.274626005473555 351.027321957717 0.408675299457179 1.4889139629279 "LA1589"
"102" "01_02_04" 1.12677515386726 0.27418992516644 353.863206757321 0.587528431615948 1.66602187611857 "LA1589"
"113" "01_02_05" 0.811019706288179 0.24603800182399 343.702835520635 0.327090011013049 1.29494940156331 "LA1589"
"122" "01_02_06" 0.362296267798127 0.245652949023628 348.995627087729 -0.120850179684231 0.845442715280485 "LA1589"
"132" "01_02_15" 0.345774641898759 0.245690142105889 348.142060083957 -0.137449079044843 0.82899836284236 "LA1589"
"142" "01_02_16" 0.742118132942539 0.274626005473555 351.027321957822 0.20199880120718 1.2822374646779 "LA1589"
"152" "01_02_17" 1.14110031297511 0.31733386771302 349.564481321587 0.51697646969528 1.76522415625494 "LA1589"
"162" "01_02_18" 0.423143946051217 0.246030938553351 344.030652204821 -0.0607702272074214 0.907058119309855 "LA1589"
"172" "01_02_20" 0.595663386583065 0.274641297528739 350.777028993751 0.0555126458962524 1.13581412726988 "LA1589"
"182" "01_03_02" 0.720042347725533 0.316446288919659 355.724603541906 0.0977016116576838 1.34238308379338 "LA1589"
"192" "01_03_04" 0.973010754212517 0.246012041576546 344.53233093752 0.489136236371503 1.45688527205353 "LA1589"
"202" "01_03_12" 1.28587981353843 0.246022430602827 344.278741068513 0.801983605384673 1.76977602169219 "LA1589"
"213" "01_03_16" 0.514485414097828 0.246296995940701 341.485923765682 0.0300351928065969 0.998935635389058 "LA1589"
"222" "01_03_18" 0.801413571137901 0.245970221896824 345.611077480656 0.317626630167685 1.28520051210812 "LA1589"
"232" "01_03_19" 0.374117850492383 0.274714593575068 349.402951199502 -0.166184401376652 0.914420102361418 "LA1589"
"242" "01_03_20" 0.467933044318883 0.275498675075118 342.903179817115 -0.0739470209806027 1.00981310961837 "LA1589"
"252" "01_03_22" 0.447637455986187 0.22460773322318 340.923195806843 0.00584601463056578 0.889428897341808 "LA1589"
"262" "01_03_23" 0.959430595309537 0.24566872939757 348.649904388641 0.476251443995718 1.44260974662336 "LA1589"
"272" "01_04_01" 0.600679402970773 0.245333391615231 351.849102069837 0.11817507270852 1.08318373323303 "LA1589"
"282" "01_04_02" 0.579215290838633 0.275187883720648 344.446758494502 0.0379551138692155 1.12047546780805 "LA1589"
"292" "01_04_03" 0.585968534982947 0.225063903044452 334.14569850035 0.143247842162331 1.02868922780356 "LA1589"
"302" "01_04_04" 0.477408115459408 0.274642626180174 350.77106491319 -0.0627452701481661 1.01756150106698 "LA1589"
"313" "01_04_05" 0.538248432579282 0.246340716675134 340.201002751312 0.0537057066209702 1.02279115853759 "LA1589"
"322" "01_04_12" 0.310182749290329 0.246047282802071 343.474573327626 -0.173766337093183 0.79413183567384 "LA1589"
"332" "01_04_15" 0.436688563690158 0.274601750860205 351.415413625267 -0.103381002001948 0.976758129382264 "LA1589"
"342" "01_04_17" 0.664597361284733 0.224556529273187 342.544613349598 0.222914083320821 1.10628063924864 "LA1589"
"352" "01_04_19" 0.642481224165787 0.245691528459153 348.131217532326 0.159254724040958 1.12570772429062 "LA1589"
"362" "01_04_20" 0.475000647394848 0.246046610026753 343.502235717361 -0.00894697790789262 0.958948272697588 "LA1589"
"372" "01_04_21" 0.633185489208462 0.245993548459125 345.031312615205 0.149349811497088 1.11702116691984 "LA1589"
"382" "01_04_25" 0.527280499740914 0.274641446942231 350.75903414692 -0.0128706307418773 1.0674316302237 "LA1589"
"392" "01_05_04" 0.533243106895678 0.245654447814512 348.962687002166 0.0500935529142331 1.01639266087712 "LA1589"
"402" "01_05_11" 0.822503664349269 0.274598472117206 351.465922852425 0.282440815291659 1.36256651340688 "LA1589"
